id,energy,valence,danceability,acousticness,speechiness,liveness,instrumentalness,loudness,tempo
94032,0.364,0.233,0.561,0.812,0.0286,0.268,8.94e-06,-11.111,137.911
94033,0.322,0.367,0.632,0.0307,0.0465,0.44,0.535,-7.652,70.917
94034,0.678,0.465,0.678,0.176,0.0998,0.104,0.0,-7.518,159.984
94035,0.355,0.332,0.576,0.975,0.105,0.11,0.801,-8.983,107.015
94036,0.644,0.471,0.685,0.0791,0.1,0.107,0.0,-7.73,155.079
94037,0.488,0.399,0.758,0.00468,0.109,0.418,0.294,-9.124,137.506
94038,0.408,0.502,0.419,0.95,0.25,0.35,0.0,-10.899,62.829
94039,0.467,0.716,0.622,0.872,0.568,0.0931,2.15e-06,-9.889,87.967
94040,0.612,0.394,0.769,0.0777,0.343,0.0953,0.0,-6.727,174.135
94041,0.509,0.61,0.789,0.525,0.277,0.0936,7.55e-06,-8.629,75.009
94042,0.628,0.356,0.683,0.659,0.123,0.106,0.0,-6.512,142.06
94043,0.166,0.0718,0.653,0.681,0.0384,0.277,0.484,-16.146,100.018
94044,0.436,0.111,0.612,0.208,0.0465,0.0905,0.0,-11.246,91.948
94045,0.551,0.45,0.792,0.307,0.037,0.101,0.0,-5.769,103.967
94046,0.354,0.781,0.751,0.885,0.446,0.206,0.179,-14.518,143.87
94047,0.946,0.324,0.632,0.192,0.277,0.495,0.0,-2.784,125.061
94048,0.287,0.208,0.446,0.48,0.0505,0.304,0.0,-9.653,177.668
94049,0.396,0.0352,0.661,0.457,0.0466,0.919,0.258,-13.093,109.989
94050,0.0625,0.462,0.752,0.945,0.0557,0.178,0.819,-24.694,114.982
94051,0.339,0.292,0.613,0.678,0.135,0.166,0.0,-14.908,106.582
94052,0.134,0.26,0.616,0.753,0.0366,0.0954,0.891,-20.004,100.153
94053,0.282,0.778,0.809,0.975,0.433,0.202,0.00176,-10.038,129.89
94054,0.461,0.512,0.608,0.828,0.146,0.107,0.00104,-13.083,114.886
94055,0.293,0.42,0.833,0.785,0.416,0.103,0.0,-17.24,110.06
94056,0.0836,0.452,0.541,0.913,0.313,0.126,0.00199,-12.663,181.032
94057,0.181,0.213,0.832,0.835,0.0603,0.117,0.0304,-20.989,106.032
94058,0.537,0.434,0.788,0.844,0.107,0.117,0.0,-4.966,85.03
94059,0.592,0.109,0.373,0.624,0.126,0.195,0.753,-9.837,84.215
94060,0.297,0.123,0.706,0.468,0.132,0.0725,0.0,-13.652,104.049
94061,0.275,0.159,0.671,0.796,0.056,0.0657,0.000339,-11.185,124.007
94062,0.583,0.146,0.83,0.0563,0.0412,0.109,0.0005,-2.052,134.0
94063,0.437,0.52,0.757,0.796,0.0381,0.397,6.34e-06,-6.165,126.961
94064,0.315,0.216,0.501,0.872,0.0508,0.219,0.81,-12.914,84.859
94065,0.312,0.377,0.876,0.443,0.0521,0.247,0.0,-10.17,114.973
94066,0.481,0.393,0.752,0.419,0.044,0.366,3.11e-05,-9.203,135.671
94067,0.479,0.363,0.805,0.182,0.363,0.346,3.41e-06,-9.238,80.454
94068,0.402,0.304,0.612,0.245,0.0361,0.21,1.29e-06,-11.926,82.478
94069,0.11,0.281,0.664,0.763,0.0363,0.0913,0.813,-21.273,100.062
94070,0.23,0.0417,0.685,0.367,0.0388,0.101,0.000971,-12.525,96.085
94071,0.456,0.54,0.574,0.469,0.0812,0.264,0.0,-9.067,180.171
94072,0.694,0.197,0.748,0.0616,0.0861,0.331,0.000167,-7.616,115.044
94073,0.622,0.578,0.564,0.796,0.127,0.0986,0.0,-6.608,160.214
94074,0.346,0.462,0.792,0.74,0.25,0.223,0.000776,-11.424,117.932
94075,0.826,0.203,0.701,0.0161,0.0386,0.101,0.0,-2.999,99.068
94076,0.539,0.439,0.862,0.225,0.0788,0.111,0.0,-6.975,130.03
94077,0.598,0.823,0.682,0.0575,0.264,0.299,0.0,-5.694,103.791
94078,0.574,0.651,0.76,0.592,0.286,0.101,0.0,-8.825,119.9
94079,0.285,0.454,0.672,0.241,0.0474,0.25,0.905,-7.031,145.0
94080,0.0995,0.397,0.771,0.896,0.104,0.112,0.355,-11.712,122.909
94081,0.505,0.114,0.653,0.0747,0.0422,0.114,1.62e-06,-11.587,92.999
94082,0.419,0.303,0.705,0.0143,0.0891,0.645,0.0393,-12.746,126.522
94083,0.555,0.502,0.73,0.534,0.0514,0.137,0.0,-4.62,81.968
94084,0.386,0.192,0.703,0.0645,0.0672,0.257,1.55e-06,-11.447,124.117
94085,0.45,0.515,0.908,0.0608,0.314,0.0663,0.0,-7.174,108.056
94086,0.329,0.407,0.628,0.8,0.104,0.256,0.0855,-13.577,79.976
94087,0.481,0.224,0.726,0.141,0.207,0.155,0.0,-8.254,79.978
94088,0.316,0.124,0.627,0.962,0.314,0.115,0.91,-15.572,114.643
94089,0.0617,0.166,0.796,0.768,0.0754,0.111,0.895,-22.034,96.44
94090,0.373,0.282,0.641,0.761,0.44,0.0993,0.0,-14.13,100.268
94091,0.317,0.641,0.959,0.649,0.197,0.113,0.00103,-18.153,119.021
94092,0.639,0.661,0.73,0.669,0.0993,0.824,0.0,-5.942,143.956
94093,0.245,0.453,0.888,0.653,0.0831,0.207,0.829,-9.639,113.957
94094,0.358,0.437,0.874,0.494,0.459,0.336,0.00196,-13.642,119.091
94095,0.534,0.47,0.817,0.0341,0.16,0.069,0.0,-11.808,116.013
94096,0.329,0.532,0.773,0.00125,0.226,0.555,0.797,-14.833,143.042
94097,0.466,0.175,0.607,0.0751,0.0631,0.229,0.0,-11.051,97.025
94098,0.656,0.15,0.372,0.217,0.0776,0.418,0.0,-6.086,140.171
94099,0.941,0.333,0.709,0.206,0.276,0.249,0.0,-4.929,148.029
94100,0.591,0.565,0.908,0.0464,0.226,0.0972,0.966,-5.13,113.083
94101,0.353,0.438,0.659,0.984,0.723,0.394,0.807,-15.69,144.03
94102,0.184,0.128,0.671,0.835,0.123,0.0794,0.0011,-15.541,106.04
94103,0.753,0.312,0.664,0.348,0.344,0.431,0.694,-8.894,94.91
94104,0.557,0.626,0.616,0.354,0.0413,0.345,1.53e-06,-5.871,159.91
94105,0.526,0.143,0.634,0.172,0.036,0.128,0.0373,-8.21,143.998
94106,0.731,0.613,0.677,0.13,0.139,0.163,1.58e-05,-6.348,155.101
94107,0.716,0.412,0.667,0.238,0.0564,0.255,0.0,-4.463,144.943
94108,0.321,0.45,0.815,0.68,0.42,0.175,0.0,-15.727,134.042
94109,0.399,0.19,0.681,0.866,0.0507,0.137,1.82e-06,-11.06,124.211
94110,0.806,0.598,0.746,0.151,0.159,0.121,7.39e-05,-2.495,123.941
94111,0.166,0.732,0.663,0.95,0.213,0.114,0.00904,-13.851,125.613
94112,0.424,0.387,0.64,0.476,0.0378,0.0851,0.0,-11.221,123.006
94113,0.32,0.447,0.84,0.657,0.0603,0.0802,0.0029,-10.168,139.918
94114,0.301,0.253,0.697,0.334,0.044,0.113,0.0153,-14.87,125.028
94115,0.711,0.336,0.815,0.496,0.108,0.109,0.0,-4.278,130.102
94116,0.517,0.238,0.738,0.72,0.0696,0.168,0.0439,-9.416,119.024
94117,0.253,0.662,0.771,0.7,0.182,0.0627,0.0,-13.368,129.944
94118,0.37,0.18,0.786,0.768,0.0695,0.139,0.373,-16.84,101.966
94119,0.283,0.134,0.895,0.101,0.101,0.1,0.000157,-8.387,94.023
94120,0.157,0.4,0.542,0.97,0.223,0.181,0.86,-23.085,118.93
94121,0.611,0.272,0.85,0.469,0.288,0.312,1.9e-05,-8.534,100.025
94122,0.71,0.126,0.645,0.38,0.07,0.0916,0.00127,-5.094,165.959
94123,0.3,0.0882,0.665,0.771,0.0449,0.284,0.671,-10.559,130.07
94124,0.289,0.722,0.914,0.628,0.239,0.275,0.28,-11.716,113.944
94125,0.236,0.236,0.663,0.892,0.0507,0.0788,0.302,-15.844,74.97
94126,0.0987,0.872,0.814,0.702,0.038,0.114,0.872,-22.009,109.975
94127,0.266,0.194,0.674,0.928,0.0492,0.108,0.000669,-15.74,120.046
94128,0.615,0.588,0.741,0.111,0.0456,0.115,0.0,-7.779,90.01
94129,0.341,0.337,0.647,0.752,0.0382,0.102,0.0,-8.51,79.07
94130,0.213,0.109,0.708,0.924,0.0396,0.111,0.00118,-8.266,80.02
94131,0.464,0.259,0.662,0.475,0.109,0.109,0.0,-10.35,151.941
94132,0.405,0.522,0.855,0.0415,0.199,0.209,8.39e-06,-10.189,87.007
94133,0.287,0.333,0.536,0.906,0.0402,0.103,0.000984,-11.451,63.198
94134,0.805,0.283,0.591,0.64,0.271,0.143,0.0,-5.235,136.629
94135,0.53,0.0764,0.515,0.197,0.0444,0.108,0.00012,-8.767,120.474
94136,0.328,0.526,0.445,0.807,0.0304,0.121,0.0,-6.894,77.074
94137,0.273,0.348,0.9,0.758,0.0803,0.284,0.0277,-15.653,130.109
94138,0.296,0.231,0.764,0.923,0.269,0.168,0.00141,-14.544,103.075
94139,0.609,0.439,0.811,0.227,0.0996,0.102,0.0,-8.376,120.071
94140,0.667,0.519,0.676,0.182,0.0814,0.108,0.0,-7.578,159.988
94141,0.346,0.315,0.618,0.601,0.0934,0.105,0.0113,-13.175,80.98
94142,0.275,0.363,0.593,0.816,0.0638,0.108,0.0115,-15.25,114.82
94143,0.179,0.272,0.546,0.611,0.23,0.107,0.00211,-19.623,95.037
94144,0.617,0.432,0.643,0.131,0.0405,0.258,0.0,-5.217,87.502
94145,0.661,0.525,0.892,0.0367,0.188,0.0841,0.0,-9.781,95.495
94146,0.658,0.86,0.634,0.814,0.314,0.134,0.0,-8.537,166.05
94147,0.299,0.533,0.83,0.169,0.476,0.0663,0.0,-17.113,93.1
94148,0.551,0.566,0.743,0.0686,0.0649,0.111,0.0,-6.146,84.928
94149,0.396,0.639,0.807,0.00122,0.345,0.32,0.0,-5.285,174.861
94150,0.602,0.638,0.805,0.272,0.0351,0.13,0.0,-6.444,139.981
94151,0.131,0.685,0.714,0.975,0.0556,0.354,0.904,-21.958,113.032
94152,0.631,0.546,0.572,0.638,0.0701,0.451,0.0,-6.152,95.09
94153,0.585,0.722,0.771,0.428,0.0435,0.11,0.000204,-7.857,122.858
94154,0.285,0.156,0.849,0.822,0.041,0.116,2.9e-06,-11.58,125.504
94155,0.556,0.457,0.601,0.776,0.395,0.236,0.0465,-10.722,80.003
94156,0.736,0.348,0.407,0.0324,0.0404,0.136,5.56e-05,-5.94,130.443
94157,0.198,0.345,0.639,0.883,0.029,0.0999,0.655,-16.187,89.988
94158,0.266,0.434,0.813,0.862,0.042,0.112,0.47,-15.492,114.0
94159,0.363,0.103,0.349,0.537,0.0394,0.0824,0.000282,-11.718,169.928
94160,0.193,0.308,0.575,0.951,0.179,0.156,0.0443,-15.494,118.589
94161,0.0903,0.785,0.873,0.911,0.071,0.105,0.112,-26.551,121.981
94162,0.791,0.387,0.589,0.00717,0.0521,0.149,0.0,-3.443,129.978
94163,0.384,0.224,0.487,0.24,0.0587,0.124,0.0,-10.594,78.138
94164,0.303,0.152,0.488,0.929,0.0494,0.14,3.44e-06,-12.426,114.962
94165,0.134,0.149,0.583,0.927,0.0362,0.133,0.00367,-15.024,140.047
94166,0.452,0.879,0.883,0.351,0.046,0.0873,0.0,-8.409,119.973
94167,0.622,0.578,0.564,0.796,0.127,0.0986,0.0,-6.608,160.214
94168,0.457,0.652,0.777,0.481,0.0823,0.114,0.0,-6.525,136.037
94169,0.186,0.313,0.84,0.564,0.0851,0.145,0.0,-14.994,115.025
94170,0.441,0.493,0.705,0.663,0.0423,0.17,0.0,-8.328,127.888
94171,0.399,0.424,0.664,0.791,0.0743,0.116,0.0,-11.661,133.904
94172,0.0947,0.234,0.792,0.986,0.0708,0.19,0.919,-15.794,112.412
94173,0.434,0.417,0.763,0.69,0.16,0.105,5.7e-05,-12.659,76.81
94174,0.183,0.244,0.698,0.462,0.299,0.335,0.000424,-20.188,143.96
94175,0.467,0.58,0.901,0.05,0.0586,0.105,0.0153,-9.142,105.586
94176,0.343,0.342,0.807,0.89,0.205,0.145,0.77,-18.298,109.996
94177,0.341,0.517,0.814,0.0626,0.0467,0.165,0.0,-10.316,130.891
94178,0.373,0.301,0.781,0.202,0.0791,0.142,0.0346,-10.866,125.978
94179,0.341,0.34,0.548,0.708,0.397,0.121,0.0,-11.667,71.573
94180,0.566,0.83,0.855,0.111,0.239,0.0868,0.0,-9.905,119.972
94181,0.776,0.477,0.669,0.00177,0.0358,0.143,1.31e-05,-7.076,100.019
94182,0.284,0.286,0.835,0.631,0.0778,0.102,3.96e-06,-10.121,86.982
94183,0.532,0.696,0.79,0.713,0.0311,0.104,0.0,-8.617,119.915
94184,0.0989,0.3,0.475,0.853,0.0474,0.271,0.0,-9.55,133.713
94185,0.717,0.451,0.676,0.323,0.323,0.118,0.0,-8.641,162.016
94186,0.613,0.229,0.798,0.363,0.204,0.762,0.0,-9.037,97.013
94187,0.124,0.164,0.749,0.849,0.0398,0.132,0.819,-16.562,108.016
94188,0.583,0.146,0.83,0.0563,0.0412,0.109,0.0005,-2.052,134.0
94189,0.695,0.612,0.873,0.306,0.036,0.221,0.0,-7.428,114.982
94190,0.494,0.302,0.617,0.424,0.0485,0.105,0.0,-10.152,143.806
94191,0.32,0.407,0.777,0.927,0.0847,0.256,2.45e-06,-11.824,80.992
94192,0.402,0.471,0.844,0.92,0.109,0.102,0.0,-8.643,91.044
94193,0.512,0.523,0.757,0.165,0.0663,0.0938,0.000399,-10.334,150.931
94194,0.0892,0.223,0.684,0.981,0.0609,0.261,0.951,-19.013,112.674
94195,0.478,0.649,0.787,0.566,0.092,0.147,0.0,-8.761,79.029
94196,0.668,0.507,0.774,0.137,0.316,0.424,0.0,-6.79,140.099
94197,0.614,0.698,0.77,0.0671,0.0816,0.0873,0.0,-5.49,115.012
94198,0.617,0.781,0.746,0.0158,0.101,0.0969,0.0,-6.117,115.012
94199,0.402,0.18,0.507,0.713,0.0467,0.121,0.0233,-12.119,81.839
94200,0.177,0.529,0.954,0.486,0.411,0.163,0.421,-14.244,123.992
94201,0.545,0.349,0.712,0.403,0.0321,0.122,0.0,-6.804,108.014
94202,0.215,0.335,0.793,0.733,0.24,0.143,0.0426,-16.636,100.141
94203,0.328,0.629,0.839,0.855,0.0451,0.12,2.77e-06,-9.655,129.86
94204,0.482,0.964,0.864,0.664,0.225,0.269,1.68e-05,-16.789,133.234
94205,0.385,0.55,0.795,0.851,0.329,0.234,5.98e-05,-13.526,109.996
94206,0.255,0.231,0.74,0.275,0.0534,0.105,0.894,-7.293,142.568
94207,0.398,0.148,0.725,0.525,0.0754,0.112,0.000326,-13.445,130.051
94208,0.281,0.0537,0.482,0.913,0.134,0.109,0.108,-12.289,82.829
94209,0.259,0.25,0.622,0.102,0.198,0.0833,0.364,-15.976,177.817
94210,0.527,0.423,0.739,0.331,0.131,0.35,0.0,-11.27,127.857
94211,0.587,0.258,0.384,0.627,0.0579,0.13,0.0,-5.839,187.579
94212,0.291,0.0701,0.472,0.958,0.0433,0.106,0.569,-13.512,113.011
94213,0.591,0.492,0.559,0.356,0.542,0.399,0.0,-8.079,81.966
94214,0.663,0.411,0.742,0.107,0.0397,0.106,0.000732,-6.506,134.99
94215,0.109,0.276,0.579,0.938,0.0379,0.108,0.0344,-16.129,134.98
94216,0.311,0.194,0.611,0.904,0.0382,0.111,0.00409,-12.199,100.092
94217,0.483,0.469,0.652,0.931,0.246,0.0959,0.0,-8.92,78.267
94218,0.675,0.522,0.868,0.0389,0.076,0.153,0.0,-8.283,104.015
94219,0.366,0.649,0.67,0.415,0.229,0.337,0.0,-12.021,63.116
94220,0.78,0.342,0.71,0.0248,0.0493,0.239,0.0,-5.211,94.047
94221,0.537,0.632,0.767,0.595,0.116,0.0862,0.0,-7.783,87.497
94222,0.331,0.23,0.533,0.982,0.588,0.829,0.652,-15.903,69.527
94223,0.555,0.502,0.73,0.534,0.0514,0.137,0.0,-4.62,81.968
94224,0.415,0.418,0.71,0.902,0.0908,0.149,0.00236,-9.561,92.016
94225,0.443,0.198,0.59,0.726,0.0466,0.387,6.11e-06,-11.408,120.025
94226,0.612,0.461,0.745,0.0856,0.0816,0.088,0.0,-5.86,151.998
94227,0.439,0.34,0.728,0.193,0.143,0.106,0.0,-10.62,82.962
94228,0.472,0.209,0.845,0.114,0.269,0.147,0.0,-10.111,125.008
94229,0.455,0.442,0.781,0.0716,0.0398,0.205,1.56e-06,-7.982,95.01
94230,0.0621,0.303,0.638,0.543,0.0745,0.0763,0.303,-26.675,147.895
94231,0.551,0.59,0.756,0.706,0.0406,0.186,0.0,-5.788,118.047
94232,0.508,0.0719,0.811,0.0466,0.0499,0.0906,0.0,-9.978,102.962
94233,0.604,0.634,0.799,0.0837,0.163,0.117,0.0,-7.67,92.004
94234,0.548,0.366,0.548,0.462,0.104,0.132,0.0,-9.017,146.271
94235,0.417,0.711,0.963,0.635,0.182,0.275,0.00686,-15.525,114.968
94236,0.75,0.631,0.736,0.0851,0.0281,0.117,0.0,-5.616,91.002
94237,0.168,0.074,0.533,0.422,0.0472,0.135,0.39,-13.329,114.757
94238,0.504,0.21,0.726,0.68,0.0694,0.0989,0.0,-5.268,89.953
94239,0.331,0.337,0.808,0.131,0.0557,0.225,0.0,-13.457,140.035
94240,0.439,0.417,0.385,0.788,0.0521,0.101,0.0,-10.495,74.963
94241,0.402,0.684,0.834,0.76,0.072,0.279,0.0,-10.277,122.008
94242,0.584,0.453,0.685,0.622,0.0385,0.132,4.11e-06,-10.332,79.982
94243,0.684,0.564,0.51,0.541,0.0394,0.156,0.0,-8.953,158.056
94244,0.368,0.348,0.831,0.0281,0.216,0.113,0.374,-15.12,104.985
94245,0.557,0.329,0.424,0.836,0.084,0.204,0.746,-10.873,123.421
94246,0.0977,0.291,0.482,0.973,0.0688,0.168,2.95e-05,-16.832,86.111
94247,0.838,0.722,0.533,0.0251,0.0837,0.318,0.0,-5.625,80.049
94248,0.387,0.577,0.543,0.428,0.472,0.126,0.0,-15.932,79.569
94249,0.838,0.722,0.533,0.0251,0.0837,0.318,0.0,-5.625,80.049
94250,0.491,0.68,0.646,0.465,0.0443,0.0834,0.18,-13.106,145.033
94251,0.417,0.355,0.643,0.809,0.186,0.168,0.0147,-10.155,94.435
94252,0.448,0.565,0.824,0.754,0.0953,0.126,3.4e-05,-14.694,129.989
94253,0.221,0.0767,0.702,0.856,0.162,0.143,0.00694,-12.126,115.218
94254,0.467,0.167,0.461,0.00766,0.0586,0.11,0.0,-7.628,74.686
94255,0.599,0.514,0.701,0.222,0.198,0.104,0.0,-6.481,89.92
94256,0.285,0.258,0.721,0.804,0.0848,0.324,0.0321,-12.696,110.026
94257,0.416,0.346,0.763,0.538,0.0644,0.108,0.208,-11.049,79.997
94258,0.206,0.389,0.758,0.922,0.112,0.177,0.00518,-16.333,115.008
94259,0.589,0.326,0.783,0.677,0.0381,0.108,0.0685,-8.32,107.494
94260,0.709,0.566,0.62,0.295,0.0384,0.22,0.0,-5.081,138.98
94261,0.491,0.511,0.81,0.118,0.0609,0.284,0.0,-6.953,90.524
94262,0.694,0.51,0.591,0.315,0.0597,0.472,0.0,-9.48,86.001
94263,0.488,0.362,0.591,0.358,0.16,0.357,0.0,-11.178,109.9
94264,0.394,0.191,0.609,0.757,0.209,0.127,0.00034,-10.142,172.031
94265,0.502,0.584,0.694,0.785,0.166,0.117,0.000227,-7.004,75.011
94266,0.411,0.379,0.448,0.704,0.038,0.121,0.0,-8.464,128.736
94267,0.401,0.23,0.75,0.326,0.305,0.269,0.177,-9.105,139.695
94268,0.615,0.578,0.747,0.207,0.0452,0.0846,6.86e-05,-7.477,94.437
94269,0.191,0.784,0.693,0.789,0.115,0.102,0.342,-18.597,208.001
94270,0.529,0.376,0.694,0.495,0.0849,0.104,0.0,-7.753,84.51
94271,0.43,0.327,0.661,0.848,0.0642,0.142,0.000873,-13.013,113.932
94272,0.563,0.581,0.781,0.0687,0.0641,0.113,0.0,-6.106,113.276
94273,0.424,0.258,0.633,0.736,0.0299,0.218,0.00182,-9.911,86.0
94274,0.292,0.0777,0.38,0.498,0.054,0.126,0.0262,-14.282,75.572
94275,0.399,0.6,0.875,0.0689,0.41,0.135,4.93e-06,-12.672,105.078
94276,0.393,0.35,0.77,0.98,0.0651,0.145,0.154,-9.345,115.051
94277,0.654,0.469,0.761,0.0908,0.214,0.0709,0.0,-7.326,145.063
94278,0.54,0.476,0.814,0.617,0.321,0.173,0.0,-9.66,160.039
94279,0.545,0.722,0.859,0.853,0.248,0.0928,0.0,-9.39,128.0
94280,0.575,0.494,0.627,0.78,0.232,0.336,0.0,-7.38,78.546
94281,0.54,0.711,0.723,0.905,0.28,0.251,0.0473,-12.31,143.93
94282,0.613,0.218,0.628,0.0271,0.0705,0.291,0.0,-7.209,170.075
94283,0.818,0.372,0.723,0.246,0.0382,0.0861,0.0,-2.325,91.469
94284,0.519,0.338,0.839,0.253,0.277,0.11,0.000656,-5.883,170.051
94285,0.652,0.487,0.627,0.214,0.122,0.0767,0.0,-8.545,160.089
94286,0.213,0.0994,0.753,0.158,0.0476,0.0913,0.0196,-16.195,129.987
94287,0.492,0.2,0.701,0.258,0.05,0.112,0.0,-10.576,88.989
94288,0.606,0.676,0.718,0.388,0.0375,0.101,0.0,-6.026,101.917
94289,0.601,0.418,0.621,0.154,0.124,0.0775,0.0,-7.601,174.069
94290,0.641,0.205,0.66,0.171,0.116,0.114,1.96e-06,-6.81,174.877
94291,0.46,0.434,0.482,0.357,0.577,0.51,0.0,-12.716,82.686
94292,0.646,0.286,0.425,0.251,0.176,0.208,0.0,-6.555,89.783
94293,0.848,0.572,0.71,0.322,0.194,0.159,0.0,-5.01,134.894
94294,0.52,0.495,0.782,0.174,0.171,0.0747,0.0,-9.338,113.958
94295,0.207,0.199,0.76,0.523,0.0809,0.103,0.11,-13.359,124.955
94296,0.877,0.615,0.598,0.105,0.112,0.0988,0.0,-5.401,170.169
94297,0.58,0.202,0.77,0.0136,0.0461,0.111,0.0,-6.371,115.98
94298,0.435,0.525,0.779,0.334,0.542,0.0924,0.000114,-12.745,188.223
94299,0.462,0.829,0.932,0.514,0.0964,0.14,0.0,-9.017,116.045
94300,0.108,0.716,0.901,0.844,0.129,0.108,0.00473,-19.516,106.044
94301,0.49,0.352,0.516,0.941,0.139,0.267,0.937,-8.079,169.999
94302,0.614,0.198,0.613,0.0143,0.0439,0.094,0.0,-7.235,93.984
94303,0.625,0.293,0.558,0.0146,0.0359,0.328,2.87e-05,-5.253,171.934
94304,0.314,0.335,0.707,0.646,0.0377,0.186,0.0288,-14.06,114.978
94305,0.288,0.42,0.671,0.468,0.496,0.139,0.0,-14.176,68.287
94306,0.307,0.727,0.852,0.403,0.298,0.236,0.0,-10.275,140.08
94307,0.74,0.382,0.643,0.64,0.0575,0.153,3.73e-06,-3.597,83.97
94308,0.685,0.533,0.789,0.635,0.914,0.0843,0.0,-10.596,160.04
94309,0.727,0.406,0.643,0.102,0.124,0.103,0.0,-5.23,165.873
94310,0.431,0.348,0.725,0.731,0.135,0.696,0.0,-8.765,144.004
94311,0.375,0.418,0.387,0.822,0.273,0.109,0.000154,-9.172,73.045
94312,0.709,0.456,0.61,0.141,0.0305,0.352,0.0,-5.575,88.971
94313,0.344,0.108,0.578,0.573,0.0378,0.667,4.02e-05,-13.383,123.937
94314,0.497,0.453,0.686,0.605,0.105,0.172,0.0,-9.409,77.02
94315,0.804,0.602,0.611,0.217,0.155,0.306,0.0,-5.021,177.929
94316,0.258,0.0862,0.522,0.84,0.0361,0.108,0.0541,-17.35,127.473
94317,0.375,0.418,0.387,0.822,0.273,0.109,0.000154,-9.172,73.045
94318,0.364,0.159,0.704,0.652,0.0811,0.0987,0.122,-13.02,77.994
94319,0.727,0.847,0.75,0.214,0.0669,0.0557,0.0,-8.445,109.923
94320,0.653,0.414,0.703,0.0543,0.0376,0.345,1.27e-05,-3.969,148.02
94321,0.073,0.151,0.802,0.737,0.0778,0.0912,0.803,-18.369,109.989
94322,0.402,0.15,0.733,0.707,0.0337,0.111,0.0,-8.774,108.005
94323,0.32,0.41,0.634,0.911,0.093,0.0859,0.000159,-9.514,79.931
94324,0.559,0.506,0.649,0.351,0.052,0.112,0.0,-7.411,160.098
94325,0.352,0.258,0.774,0.105,0.214,0.348,0.741,-13.13,80.51
94326,0.402,0.151,0.698,0.196,0.0333,0.104,0.0,-9.444,119.943
94327,0.246,0.457,0.885,0.655,0.0663,0.134,0.0424,-12.96,106.034
94328,0.309,0.556,0.778,0.915,0.324,0.343,0.0925,-16.688,80.115
94329,0.39,0.509,0.699,0.39,0.0752,0.106,0.0,-12.128,160.071
94330,0.637,0.33,0.75,0.303,0.0673,0.0621,0.0042,-8.473,139.983
94331,0.457,0.46,0.684,0.559,0.0491,0.189,0.0,-7.248,75.018
94332,0.554,0.299,0.779,0.0608,0.0667,0.0942,0.0,-8.247,90.016
94333,0.643,0.536,0.652,0.207,0.0543,0.3,0.0,-9.933,95.032
94334,0.498,0.351,0.749,0.42,0.0872,0.0874,0.425,-10.743,157.997
94335,0.763,0.687,0.581,0.106,0.271,0.142,0.0,-5.694,171.11
94336,0.564,0.401,0.864,0.399,0.059,0.397,0.000746,-8.54,134.983
94337,0.681,0.361,0.471,0.153,0.0442,0.119,0.0,-9.946,128.063
94338,0.61,0.101,0.543,0.205,0.0646,0.133,0.0,-7.646,177.999
94339,0.657,0.619,0.614,0.614,0.0255,0.157,0.0,-3.979,92.048
94340,0.596,0.475,0.718,0.073,0.053,0.0796,0.0,-8.195,87.977
94341,0.596,0.475,0.718,0.073,0.053,0.0796,0.0,-8.195,87.977
94342,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94343,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94344,0.874,0.712,0.697,0.0563,0.0992,0.103,0.0,-4.045,150.047
94345,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94346,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94347,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94348,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94349,0.479,0.755,0.731,0.242,0.0464,0.143,0.0,-6.438,97.997
94350,0.54,0.502,0.801,0.183,0.0418,0.115,0.292,-7.538,119.985
94351,0.539,0.305,0.587,0.643,0.0978,0.147,0.0,-7.528,145.724
94352,0.313,0.518,0.828,0.322,0.0666,0.126,0.0,-10.054,82.022
94353,0.483,0.464,0.732,0.742,0.13,0.107,0.326,-13.656,126.053
94354,0.463,0.232,0.717,0.838,0.0316,0.112,0.0,-8.387,124.939
94355,0.409,0.0702,0.612,0.726,0.0482,0.183,0.773,-14.958,99.551
94356,0.585,0.46,0.779,0.296,0.0556,0.0838,1.71e-05,-8.244,100.021
94357,0.294,0.468,0.795,0.71,0.219,0.145,0.0,-12.49,127.93
94358,0.485,0.723,0.833,0.193,0.051,0.107,3.07e-06,-8.001,94.952
94359,0.204,0.335,0.755,0.655,0.339,0.189,2.2e-05,-16.137,97.041
94360,0.277,0.236,0.614,0.967,0.042,0.0698,0.891,-11.943,84.938
94361,0.623,0.435,0.632,0.233,0.0549,0.17,0.0,-6.613,179.964
94362,0.217,0.233,0.462,0.133,0.0422,0.129,0.0401,-15.251,89.868
94363,0.503,0.563,0.818,0.524,0.214,0.103,3.24e-05,-8.825,77.016
94364,0.563,0.423,0.486,0.135,0.209,0.276,0.0,-7.775,104.787
94365,0.441,0.457,0.841,0.87,0.0547,0.149,0.0,-6.416,104.075
94366,0.413,0.438,0.544,0.961,0.159,0.115,0.908,-8.606,126.142
94367,0.836,0.542,0.497,0.0518,0.0962,0.192,2.44e-06,-6.41,173.94
